cep,logradouro,complemento,bairro,cidade,estado,longitude,latitude
59129-756,Rua Gustavo Gomes,,Lagoa Azul,Natal,RN,,
59129-757,Travessa Gustavo Gomes,,Lagoa Azul,Natal,RN,,
59078-380,Avenida Gustavo Guedes,,Capim Macio,Natal,RN,,
59129-730,Rua Gustavo José de Paula Gomes,,Lagoa Azul,Natal,RN,,
59042-320,Rua Gutemberg Freire,,Nordeste,Natal,RN,,
59138-862,Rua Gutemberg Pereira,,Lagoa Azul,Natal,RN,,
59139-584,Rua Gutemberg,,Lagoa Azul,Natal,RN,,
59074-302,Travessa Gênova,,Felipe Camarão,Natal,RN,,
59090-160,Rua Halley Mestrinho,,Ponta Negra,Natal,RN,,
59114-274,Travessa Hamburgo,,Nossa Senhora da Apresentação,Natal,RN,,
59076-820,Rua Haroldo de Almeida,,Lagoa Nova,Natal,RN,,
59129-490,Rua Havana,,Lagoa Azul,Natal,RN,,
59014-370,Rua Heitor Lira,,Mãe Luiza,Natal,RN,,
59114-252,Rua Heitor Lopes Cardoso,,Nossa Senhora da Apresentação,Natal,RN,,
59122-339,Rua Heleno Lopes da Silva,,Pajuçara,Natal,RN,,
59015-090,Rua Henri Koster,,Tirol,Natal,RN,,
59012-430,Rua Henrique Castriciano,,Ribeira,Natal,RN,,
59040-420,Rua Henrique Câmara,,Alecrim,Natal,RN,,
59104-306,1ª Travessa Henrique Dias,,Igapó,Natal,RN,,
59104-307,2ª Travessa Henrique Dias,,Igapó,Natal,RN,,
59104-309,3ª Travessa Henrique Dias,,Igapó,Natal,RN,,
59104-300,Rua Henrique Dias,625,Igapó,Natal,RN,,
59104-315,Rua Henrique Dias,929,Igapó,Natal,RN,,
59106-005,Rua Henrique Dias,1675,Igapó,Natal,RN,,
59114-838,Rua Henrique Dias,2117,Nossa Senhora da Apresentação,Natal,RN,,
59060-170,Rua Henrique Dias,,Bom Pastor,Natal,RN,,
59060-175,Travessa Henrique Dias,,Bom Pastor,Natal,RN,,
59104-305,Travessa Henrique Dias,,Igapó,Natal,RN,,
59104-304,Travessa Henrique Dutra,,Igapó,Natal,RN,,
59076-725,Rua Henrique de Araújo Góes,,Lagoa Nova,Natal,RN,,
59037-560,Rua Herculano Ramos,,Alecrim,Natal,RN,,
59014-108,Travessa Herculano Ramos,,Areia Preta,Natal,RN,,
59020-095,Avenida Hermes da Fonseca,692,Tirol,Natal,RN,,
59020-901,Avenida Hermes da Fonseca 780,,Tirol,Natal,RN,,
59020-902,Avenida Hermes da Fonseca 780,,Tirol,Natal,RN,,
59020-903,Avenida Hermes da Fonseca 780,,Tirol,Natal,RN,,
59020-145,Avenida Hermes da Fonseca,930,Tirol,Natal,RN,,
59020-650,Avenida Hermes da Fonseca,1290,Tirol,Natal,RN,,
59014-165,Avenida Hermes da Fonseca,533,Petrópolis,Natal,RN,,
59014-495,Avenida Hermes da Fonseca,767,Tirol,Natal,RN,,
59014-555,Avenida Hermes da Fonseca,1149,Tirol,Natal,RN,,
59015-145,Avenida Hermes da Fonseca,1297,Tirol,Natal,RN,,
59020-315,Avenida Hermes da Fonseca,1184,Tirol,Natal,RN,,
59020-000,Avenida Hermes da Fonseca,600,Petrópolis,Natal,RN,,
59062-170,Rua Hermita Cansanção,,Nossa Senhora de Nazaré,Natal,RN,,
59052-192,Rua Hermita Cansanção,,Dix-Sept Rosado,Natal,RN,,
59052-194,Travessa Hermita Cansanção,,Dix-Sept Rosado,Natal,RN,,
59030-215,Rua Hernani da Silveira,,Barro Vermelho,Natal,RN,,
59010-550,Rua Hianto de Almeida,,Santos Reis,Natal,RN,,
59131-220,Rua Hidrolina,,Pajuçara,Natal,RN,,
59112-250,Rua Hidrolândia,,Potengi,Natal,RN,,
59062-240,Rua Hidrógrafo Vital de Oliveira,,Nossa Senhora de Nazaré,Natal,RN,,
59139-524,Avenida Hilda Dias de Araújo,,Lagoa Azul,Natal,RN,,
59066-312,Rua Hilda Munis,,Pitimbu,Natal,RN,,
59012-194,2ª Travessa Hildebrando de Góis,,Ribeira,Natal,RN,,
59012-196,Travessa Hildebrando de Góis,,Ribeira,Natal,RN,,
59122-531,Rua Hirosei Ienaga,,Pajuçara,Natal,RN,,
59122-334,2ª Travessa Hiroshi Ienaga,,Pajuçara,Natal,RN,,
59122-330,Rua Hiroshi Ienaga,,Pajuçara,Natal,RN,,
59122-332,Travessa Hiroshi Ienaga,,Pajuçara,Natal,RN,,
59131-240,Rua Historiador Capistrano de Abreu,,Pajuçara,Natal,RN,,
59082-260,Rua Historiador Francisco Fausto de Souza,,Capim Macio,Natal,RN,,
59056-120,Rua Historiador Tobias Monteiro,1979,Lagoa Nova,Natal,RN,,
59075-120,Rua Historiador Tobias Monteiro,1981,Lagoa Nova,Natal,RN,,
59054-750,Rua Honório Ribeiro Dantas,,Lagoa Nova,Natal,RN,,
59040-132,Travessa Hortência,,Alecrim,Natal,RN,,
59123-035,Travessa Hortêncio,,Pajuçara,Natal,RN,,
59020-440,Rua Hortêncio de Brito,,Tirol,Natal,RN,,
59064-040,Rua Horácio Dantas,,Candelária,Natal,RN,,
59114-080,Rua Horácio Rosa,,Nossa Senhora da Apresentação,Natal,RN,,
59069-270,Rua Hulha Negra,,Pitimbu,Natal,RN,,
59030-130,Alameda Humaitá,,Alecrim,Natal,RN,,
59025-762,Rua Humaitá,,Cidade Alta,Natal,RN,,
59025-758,Travessa Humaitá,,Cidade Alta,Natal,RN,,
59082-510,Rua Humberto Gama de Carvalho,,Capim Macio,Natal,RN,,
59082-190,Rua Humberto Monte,,Capim Macio,Natal,RN,,
59082-901,Rua Humberto Monte 1756,,Capim Macio,Natal,RN,,
59090-070,Rua Hélio Galvão,,Ponta Negra,Natal,RN,,
59115-618,Rua IV Centenário,,Nossa Senhora da Apresentação,Natal,RN,,
59050-176,2ª Travessa Iaiá,,Quintas,Natal,RN,,
59050-177,3ª Travessa Iaiá,,Quintas,Natal,RN,,
59050-170,Rua Iaiá,,Quintas,Natal,RN,,
59050-175,Travessa Iaiá,,Quintas,Natal,RN,,
59135-450,Rua Ibaté,,Lagoa Azul,Natal,RN,,
59088-130,Rua Ibertioga,,Neópolis,Natal,RN,,
59042-460,Rua Ibiapaba,,Nordeste,Natal,RN,,
59042-462,Travessa Ibiapaba,,Nordeste,Natal,RN,,
59108-350,Rua Ibiapina,,Potengi,Natal,RN,,
59070-460,Rua Ibiara,,Cidade da Esperança,Natal,RN,,
59125-020,Rua Ibicuí,,Potengi,Natal,RN,,
59112-310,Rua Ibirama,,Potengi,Natal,RN,,
59138-060,Rua Ibirapitanga,,Lagoa Azul,Natal,RN,,
59135-390,Rua Ibitinga,,Lagoa Azul,Natal,RN,,
59112-370,Rua Ibituba,,Potengi,Natal,RN,,
59114-382,Rua Ibiza,,Nossa Senhora da Apresentação,Natal,RN,,
59090-508,Travessa Ibiza,,Ponta Negra,Natal,RN,,
59125-010,Rua Ibiá,,Potengi,Natal,RN,,
59135-580,Rua Ibiúna,,Lagoa Azul,Natal,RN,,
59071-060,Rua Icó,,Cidade da Esperança,Natal,RN,,
59086-080,Rua Igaci,,Neópolis,Natal,RN,,
59136-030,Rua Igarapava,,Lagoa Azul,Natal,RN,,
59088-320,Rua Igarapé,,Neópolis,Natal,RN,,
59070-410,Rua Igarassu,,Cidade da Esperança,Natal,RN,,
59088-170,Rua Igaratinga,,Neópolis,Natal,RN,,
59131-290,Rua Igaratá,,Pajuçara,Natal,RN,,
59114-733,Rua Igor Leite,,Nossa Senhora da Apresentação,Natal,RN,,
59086-600,Rua Igreja Nova,,Neópolis,Natal,RN,,
59135-460,Rua Iguapê,,Lagoa Azul,Natal,RN,,
59124-410,Praça Iguarassu,,Potengi,Natal,RN,,
59088-160,Rua Iguatama,,Neópolis,Natal,RN,,
59131-560,Rua Iguatemi,,Pajuçara,Natal,RN,,
59112-110,Rua Iguatu,,Potengi,Natal,RN,,
59124-010,Rua Iguatu,,Potengi,Natal,RN,,
59124-015,Travessa Iguatu,,Potengi,Natal,RN,,
59125-351,Travessa Iguaçu,,Pajuçara,Natal,RN,,
59071-480,Rua Ijuí,,Cidade da Esperança,Natal,RN,,
59125-080,Rua Ijuí,,Potengi,Natal,RN,,
59082-280,Rua Ilce Marinho,,Capim Macio,Natal,RN,,
59139-610,Rua Ilda Alves,,Lagoa Azul,Natal,RN,,
59115-514,Travessa Ilha Azul,,Nossa Senhora da Apresentação,Natal,RN,,
59135-380,Rua Ilha Bela,,Lagoa Azul,Natal,RN,,
59129-150,Rua Ilha Bela,,Potengi,Natal,RN,,
59129-210,Rua Ilha Caviana,,Potengi,Natal,RN,,
59129-190,Rua Ilha Grande,,Potengi,Natal,RN,,
59129-420,Rua Ilha Trindade,,Potengi,Natal,RN,,
59129-421,Travessa Ilha Trindade,,Potengi,Natal,RN,,
59122-650,Rua Ilha das Flores,,Redinha,Natal,RN,,
59122-278,Travessa Ilha das Flores,,Redinha,Natal,RN,,
59074-144,Travessa Ilha das Palmas,,Felipe Camarão,Natal,RN,,
59129-070,Rua Ilha de Marajó,,Potengi,Natal,RN,,
59129-010,Rua Ilha de Mexiana,,Potengi,Natal,RN,,
59129-130,Rua Ilha de São Paulo,,Potengi,Natal,RN,,
59129-180,Rua Ilha de São Pedro,,Potengi,Natal,RN,,
59129-100,Rua Ilha de São Vicente,,Potengi,Natal,RN,,
59129-120,Rua Ilha do Bananal,,Potengi,Natal,RN,,
59074-329,Travessa Ilha do Caju,,Felipe Camarão,Natal,RN,,
59114-730,Rua Ilha do Príncipe,,Nossa Senhora da Apresentação,Natal,RN,,
59110-480,Rua Ilhota,,Potengi,Natal,RN,,
59108-700,Rua Ilhéus,2661,Potengi,Natal,RN,,
59112-700,Rua Ilhéus,2698,Potengi,Natal,RN,,
59110-700,Rua Ilhéus,2786,Potengi,Natal,RN,,
59120-700,Rua Ilhéus,2842,Potengi,Natal,RN,,
59082-325,Rua Ilo Fernandes Costa,,Capim Macio,Natal,RN,,
59022-460,Rua Ilíria Tavares Galvão,,Tirol,Natal,RN,,
59123-518,Rua Imaculada Conceição,,Pajuçara,Natal,RN,,
59125-160,Rua Imaruí,,Potengi,Natal,RN,,
59042-470,Rua Imburana,,Nordeste,Natal,RN,,
59114-198,Travessa Imperatriz,,Nossa Senhora da Apresentação,Natal,RN,,
59088-050,Rua Inconfidentes,,Neópolis,Natal,RN,,
59088-052,Travessa Inconfidentes,,Neópolis,Natal,RN,,
59114-029,Rua Indaiatuba,,Nossa Senhora da Apresentação,Natal,RN,,
59031-805,Vila Independente,,Alecrim,Natal,RN,,
59088-335,Rua Independência,,Neópolis,Natal,RN,,
59114-750,Rua Indiana,,Nossa Senhora da Apresentação,Natal,RN,,
59073-201,5ª Travessa Indomar,,Planalto,Natal,RN,,
59074-609,Rua Indomar,,Guarapes,Natal,RN,,
59074-300,Rua Indomar,,Felipe Camarão,Natal,RN,,
59073-200,Rua Indomar,,Planalto,Natal,RN,,
59073-199,Travessa Indomar,,Planalto,Natal,RN,,
59074-305,Travessa Indomar,,Felipe Camarão,Natal,RN,,
59114-268,Avenida Industrial,,Nossa Senhora da Apresentação,Natal,RN,,
59042-095,Avenida Industrial João Francisco da Motta,,Nordeste,Natal,RN,,
59050-480,Avenida Industrial João Francisco da Motta,,Quintas,Natal,RN,,
59060-480,Avenida Industrial João Francisco da Motta,,Bom Pastor,Natal,RN,,
59072-480,Avenida Industrial João Francisco da Motta,,Felipe Camarão,Natal,RN,,
59082-410,Rua Industrial João Motta,,Capim Macio,Natal,RN,,
59114-800,Rua Indígena,,Nossa Senhora da Apresentação,Natal,RN,,
59120-570,Rua Ingazeiro,,Potengi,Natal,RN,,
59052-480,Rua Intendente Teodósio Paiva,,Dix-Sept Rosado,Natal,RN,,
59060-783,Rua Interlândia,,Bom Pastor,Natal,RN,,
59072-865,Avenida Interventor Mário Câmara,,Cidade Nova,Natal,RN,,
59032-600,Avenida Interventor Mário Câmara,,Alecrim,Natal,RN,,
59054-600,Avenida Interventor Mário Câmara,,Dix-Sept Rosado,Natal,RN,,
59062-600,Avenida Interventor Mário Câmara,,Nossa Senhora de Nazaré,Natal,RN,,
59070-600,Avenida Interventor Mário Câmara,,Cidade da Esperança,Natal,RN,,
59070-702,Travessa Interventor Mário Câmara,,Cidade da Esperança,Natal,RN,,
59062-605,Travessa Interventor Mário Câmara,,Nossa Senhora de Nazaré,Natal,RN,,
59064-620,Largo Interventor Ubaldo Bezerra,,Candelária,Natal,RN,,
59133-368,Rua Inácio Braz dos Santos,,Pajuçara,Natal,RN,,
59138-450,Rua Inácio da Catingueira,,Lagoa Azul,Natal,RN,,
59133-430,Rua Inês Barbosa,,Lagoa Azul,Natal,RN,,
59073-382,Rua Iolanda Montenegro Ribeiro,,Planalto,Natal,RN,,
59115-628,Travessa Iolanda,,Nossa Senhora da Apresentação,Natal,RN,,
59073-155,Rua Ipacaraí,,Planalto,Natal,RN,,
59132-840,Rua Ipameri,,Pajuçara,Natal,RN,,
59136-050,Praça Ipanema,,Lagoa Azul,Natal,RN,,
59035-110,Rua Ipanema,48,Quintas,Natal,RN,,
59050-110,Rua Ipanema,50,Quintas,Natal,RN,,
59074-742,Travessa Ipanema,,Guarapes,Natal,RN,,
59015-030,Rua Ipanguaçu,,Tirol,Natal,RN,,
59114-710,Rua Ipiranga,,Nossa Senhora da Apresentação,Natal,RN,,
59131-570,Rua Iporanga,,Pajuçara,Natal,RN,,
59063-210,Rua Ipueira,,Lagoa Nova,Natal,RN,,
59108-390,Rua Ipueira do Potengi,,Potengi,Natal,RN,,
59114-338,Rua Ipê Branco,,Nossa Senhora da Apresentação,Natal,RN,,
59104-285,Conjunto Ipê,,Igapó,Natal,RN,,
59090-195,Vila Iracema,,Ponta Negra,Natal,RN,,
59114-760,Rua Iranduba,,Nossa Senhora da Apresentação,Natal,RN,,
59069-025,Rua Irapuã,,Pitimbu,Natal,RN,,
59123-224,Travessa Irapuã,,Pajuçara,Natal,RN,,
59131-580,Rua Iraí,,Pajuçara,Natal,RN,,
59125-170,Rua Irecê,,Potengi,Natal,RN,,
59066-280,Rua Irineu Costa,,Pitimbu,Natal,RN,,
59064-820,Rua Irineu Joffili,,Candelária,Natal,RN,,
59072-115,Travessa Irlanda,,Felipe Camarão,Natal,RN,,
59104-271,Travessa Irmã Arcângela,,Igapó,Natal,RN,,
59073-169,Travessa Irmã Dulce,,Planalto,Natal,RN,,
59114-845,Travessa Irmã Dulce,,Nossa Senhora da Apresentação,Natal,RN,,
59062-110,Vila Irmã Freire,,Nossa Senhora de Nazaré,Natal,RN,,
59139-547,Rua Irmã Justina,,Lagoa Azul,Natal,RN,,
59064-710,Rua Irmã Rosali Guimarães Wanderley,,Candelária,Natal,RN,,
59106-023,1ª Travessa Irmã Vitória,,Igapó,Natal,RN,,
59010-680,Rua Irmã Vitória Chaves,,Rocas,Natal,RN,,
59114-066,Rua Irmã Vitória,99998,Nossa Senhora da Apresentação,Natal,RN,,
59106-029,Rua Irmã Vitória,99999,Igapó,Natal,RN,,
59114-064,Travessa Irmã Vitória,,Nossa Senhora da Apresentação,Natal,RN,,
59106-019,Travessa Irmã Vitória,,Igapó,Natal,RN,,
59010-685,Travessa Irmã Vitória,,Rocas,Natal,RN,,
59092-565,Rua Irmãos Palatinik,,Ponta Negra,Natal,RN,,
59037-467,Vila Irmãos,,Alecrim,Natal,RN,,
59090-340,Rua Irmãs Magalhães,,Ponta Negra,Natal,RN,,
59114-378,Rua Irídio,,Nossa Senhora da Apresentação,Natal,RN,,
59054-310,Rua Isaac Pimentel,,Lagoa Nova,Natal,RN,,
59133-395,Rua Isabel Barbosa da Silva,,Pajuçara,Natal,RN,,
59065-160,Rua Isabel Gondim,,Candelária,Natal,RN,,
59010-092,Vila Isabel,,Praia do Meio,Natal,RN,,
59037-253,Vila Isabel,,Alecrim,Natal,RN,,
59084-190,Largo Isaura Benfica Teixeira,,Neópolis,Natal,RN,,
59082-000,Rua Ismael Pereira da Silva,,Capim Macio,Natal,RN,,
59082-900,Rua Ismael Pereira da Silva 1756,,Capim Macio,Natal,RN,,
59064-290,Rua Israel Oliveira da Silva,,Candelária,Natal,RN,,
59114-187,Rua Israel Ramos,,Nossa Senhora da Apresentação,Natal,RN,,
59104-120,Rua Itabaiana,,Igapó,Natal,RN,,
59135-330,Rua Itabera,,Lagoa Azul,Natal,RN,,
59129-370,Rua Itabira,,Potengi,Natal,RN,,
59088-235,Rua Itaboraí,,Neópolis,Natal,RN,,
59110-220,Rua Itaboraí,,Potengi,Natal,RN,,
59124-170,Rua Itaboraí,,Potengi,Natal,RN,,
59120-240,Rua Itabuna,,Potengi,Natal,RN,,
59088-030,Rua Itacambira,,Neópolis,Natal,RN,,
59112-520,Rua Itacarambi,,Potengi,Natal,RN,,
59123-380,Rua Itaciara,,Pajuçara,Natal,RN,,
59042-500,Rua Itacoatiara,,Nordeste,Natal,RN,,
59042-502,Travessa Itacoatiara,,Nordeste,Natal,RN,,
59088-140,Rua Itaguara,,Neópolis,Natal,RN,,
59131-310,Rua Itaguaru,,Pajuçara,Natal,RN,,
59114-386,Rua Itaguaré,,Nossa Senhora da Apresentação,Natal,RN,,
59108-280,Rua Itainópolis,,Potengi,Natal,RN,,
59088-070,Rua Itaipé,,Neópolis,Natal,RN,,
59124-660,Praça Itaituba,,Potengi,Natal,RN,,
59025-780,Travessa Itajaí,,Cidade Alta,Natal,RN,,
59135-520,Rua Itajobi,,Lagoa Azul,Natal,RN,,
59125-331,Travessa Itajubá,,Pajuçara,Natal,RN,,
59062-270,Rua Itajá,,Lagoa Nova,Natal,RN,,
59074-586,Rua Itamar Maciel,,Guarapes,Natal,RN,,
59074-150,Rua Itamar Maciel,,Felipe Camarão,Natal,RN,,
59040-465,Travessa Itamar Maciel,,Quintas,Natal,RN,,
59074-155,Travessa Berlim,,Felipe Camarão,Natal,RN,,
59094-515,Praça Itamaracá,,Ponta Negra,Natal,RN,,
59088-120,Rua Itamarati de Minas,,Neópolis,Natal,RN,,
59074-795,Rua Itamaraty,,Guarapes,Natal,RN,,
59104-331,1ª Travessa Itambé,,Igapó,Natal,RN,,
59104-332,2ª Travessa Itambé,,Igapó,Natal,RN,,
59104-330,Rua Itambé,,Igapó,Natal,RN,,
59125-040,Rua Itamuri,,Potengi,Natal,RN,,
59088-020,Rua Itapagipe,,Neópolis,Natal,RN,,
59112-080,Rua Itapagé,,Potengi,Natal,RN,,
59088-150,Rua Itapecirica,,Neópolis,Natal,RN,,
59110-130,Rua Itaperuna,,Potengi,Natal,RN,,
59124-400,Avenida Itapetinga,763,Potengi,Natal,RN,,
59124-515,Avenida Itapetinga,1131,Potengi,Natal,RN,,
59124-535,Avenida Itapetinga,1497,Potengi,Natal,RN,,
59124-025,Avenida Itapetinga,770,Potengi,Natal,RN,,
59124-105,Avenida Itapetinga,1104,Potengi,Natal,RN,,
59124-215,Avenida Itapetinga,1438,Potengi,Natal,RN,,
59135-505,Rua Itapetinga,,Lagoa Azul,Natal,RN,,
59088-240,Rua Itapeva,,Neópolis,Natal,RN,,
59136-020,Rua Itapevi,,Lagoa Azul,Natal,RN,,
59108-080,Rua Itapipoca,,Potengi,Natal,RN,,
59135-320,Rua Itapira,,Lagoa Azul,Natal,RN,,
59120-190,Rua Itapitanga,,Potengi,Natal,RN,,
59108-110,Rua Itapiúna,,Potengi,Natal,RN,,
59070-470,Rua Itaporanga,,Cidade da Esperança,Natal,RN,,
59129-350,Rua Itaporã,,Potengi,Natal,RN,,
59135-270,Rua Itapuí,,Lagoa Azul,Natal,RN,,
59125-230,Rua Itaqui,,Potengi,Natal,RN,,
59132-030,Rua Itarantim,,Pajuçara,Natal,RN,,
59136-160,Rua Itararé,,Lagoa Azul,Natal,RN,,
59135-310,Rua Itariri,,Lagoa Azul,Natal,RN,,
59112-140,Rua Itaueira,,Potengi,Natal,RN,,
59135-440,Rua Itaí,,Lagoa Azul,Natal,RN,,
59072-822,Rua Itaú,,Cidade Nova,Natal,RN,,
59063-160,Rua Itaú,,Lagoa Nova,Natal,RN,,
59088-060,Rua Itaúna,,Neópolis,Natal,RN,,
59125-329,Travessa Itaúna,,Pajuçara,Natal,RN,,
59114-205,Travessa Itinga,,Nossa Senhora da Apresentação,Natal,RN,,
59135-750,Rua Itirapina,,Lagoa Azul,Natal,RN,,
59124-520,Rua Itororó,,Potengi,Natal,RN,,
59069-490,Rua Ituaçu,,Pitimbu,Natal,RN,,
59124-090,Rua Ituiutaba,,Potengi,Natal,RN,,
59088-180,Rua Itumirim,,Neópolis,Natal,RN,,
59124-390,Rua Ituporanga,,Potengi,Natal,RN,,
59088-190,Rua Itutinga,,Neópolis,Natal,RN,,
59135-710,Rua Itápolis,,Lagoa Azul,Natal,RN,,
59091-140,Rua Iva Bezerra,,Ponta Negra,Natal,RN,,
59125-050,Rua Ivaiporã,,Potengi,Natal,RN,,
59115-534,Rua Ivanaldo Tota Franco,,Nossa Senhora da Apresentação,Natal,RN,,
59139-527,Rua Ivanor,,Lagoa Azul,Natal,RN,,
59072-580,Rua Ivo Furtado,,Cidade Nova,Natal,RN,,
59086-260,Rua Ivo Soares da Cruz,,Neópolis,Natal,RN,,
59138-866,Rua Izabel de França,,Lagoa Azul,Natal,RN,,
59070-320,Rua Jaboatão,,Cidade da Esperança,Natal,RN,,
59014-230,Rua Jaboatão,,Mãe Luiza,Natal,RN,,
59120-400,Rua Jaboticabeira,,Potengi,Natal,RN,,
59067-530,Rua Jacarandá,,Pitimbu,Natal,RN,,
59136-080,Rua Jacareí,,Lagoa Azul,Natal,RN,,
59115-548,Rua Jacaré Mirim,,Nossa Senhora da Apresentação,Natal,RN,,
59022-360,Rua Jacaúna,,Lagoa Seca,Natal,RN,,
59124-220,Rua Jaciara,,Potengi,Natal,RN,,
59012-150,Rua Jacinto Dantas,,Rocas,Natal,RN,,
59073-206,Rua Jacira Gomes,,Planalto,Natal,RN,,
59120-580,Rua Jacobina,,Potengi,Natal,RN,,
59136-120,Rua Jacupiranga,,Lagoa Azul,Natal,RN,,
59088-220,Rua Jacutinga,,Neópolis,Natal,RN,,
59080-270,Rua Jacuí,,Neópolis,Natal,RN,,
59125-333,Travessa Jacuí,,Pajuçara,Natal,RN,,
59030-602,Vila Jacy,,Alecrim,Natal,RN,,
59060-193,Vila Jaeci,,Bom Pastor,Natal,RN,,
59108-270,Rua Jaecy Cabral de Oliveira,,Potengi,Natal,RN,,
59030-500,Rua Jaguarari,1425,Barro Vermelho,Natal,RN,,
59031-500,Rua Jaguarari,1596,Alecrim,Natal,RN,,
59032-620,Rua Jaguarari,1595,Lagoa Seca,Natal,RN,,
59054-500,Rua Jaguarari,1923,Lagoa Nova,Natal,RN,,
59062-500,Rua Jaguarari,2307,Lagoa Nova,Natal,RN,,
59064-500,Rua Jaguarari,2533,Candelária,Natal,RN,,
59071-040,Rua Jaguaribe,,Cidade da Esperança,Natal,RN,,
59108-105,Rua Jaguaribe,,Potengi,Natal,RN,,
59120-210,Rua Jaguaripe,,Potengi,Natal,RN,,
59135-280,Rua Jaguariúma,,Lagoa Azul,Natal,RN,,
59112-130,Rua Jaguaruana,,Potengi,Natal,RN,,
59073-235,Rua Jair Brandão,,Planalto,Natal,RN,,
59054-530,Rua Jairo Tinoco,,Lagoa Nova,Natal,RN,,
59120-430,Rua Jamboeiro,,Potengi,Natal,RN,,
59125-060,Rua Janaúba,,Potengi,Natal,RN,,
59067-290,Rua Jandaia,,Pitimbu,Natal,RN,,
59042-360,Rua Jandaira,,Nordeste,Natal,RN,,
59042-120,Rua Jandira,,Nordeste,Natal,RN,,
59042-125,Travessa Jandira,,Nordeste,Natal,RN,,
59054-320,Rua Janduís,,Lagoa Nova,Natal,RN,,
59031-090,Vila Jane,,Lagoa Seca,Natal,RN,,
59010-651,Travessa Jangadas,,Rocas,Natal,RN,,
59069-035,Rua Janilson Soares Barbosa,,Pitimbu,Natal,RN,,
59068-570,Rua Janiópolis,,Pitimbu,Natal,RN,,
59010-750,Avenida Januário Cicco,,Ribeira,Natal,RN,,
59042-090,Rua Januário Cicco,,Nordeste,Natal,RN,,
59110-490,Rua Januário,,Potengi,Natal,RN,,
59086-710,Rua Japaritinga,,Neópolis,Natal,RN,,
59063-290,Rua Japi,,Lagoa Nova,Natal,RN,,
59125-339,Travessa Japira,,Pajuçara,Natal,RN,,
59115-512,Travessa Jaqueira,,Nossa Senhora da Apresentação,Natal,RN,,
59122-048,Rua Jaraguá,,Redinha,Natal,RN,,
59042-390,Rua Jaramataia,,Nordeste,Natal,RN,,
59068-710,Rua Jaraquari,,Pitimbu,Natal,RN,,
59073-288,Rua Jardelândia,,Planalto,Natal,RN,,
59114-700,Rua Jardim Acácia,,Nossa Senhora da Apresentação,Natal,RN,,
59115-668,Rua Jardim Aliança,,Nossa Senhora da Apresentação,Natal,RN,,
59114-076,Travessa Jardim Aliança,,Nossa Senhora da Apresentação,Natal,RN,,
59136-190,Rua Jardim Alvorada,,Lagoa Azul,Natal,RN,,
59074-762,Rua Jardim Botânico,,Guarapes,Natal,RN,,
59133-342,Rua Jardim Botânico,,Pajuçara,Natal,RN,,
59133-245,Rua Jardim Brasil,,Pajuçara,Natal,RN,,
59060-440,Rua Jardim Brasília,,Nossa Senhora de Nazaré,Natal,RN,,
59073-286,Rua Jardim Cristal,,Planalto,Natal,RN,,
59115-645,Travessa Jardim Equatorial,,Nossa Senhora da Apresentação,Natal,RN,,
59114-680,Rua Jardim Esperança,,Nossa Senhora da Apresentação,Natal,RN,,
59114-406,Travessa Jardim Europa,,Nossa Senhora da Apresentação,Natal,RN,,
59074-622,Rua Jardim Mirim,,Guarapes,Natal,RN,,
59073-232,Rua Jardim Paraíso,,Planalto,Natal,RN,,
59012-345,Travessa Jardim Petrópolis,,Petrópolis,Natal,RN,,
59114-640,Rua Jardim Primavera,,Nossa Senhora da Apresentação,Natal,RN,,
59114-670,Rua Jardim Tropical,,Nossa Senhora da Apresentação,Natal,RN,,
59073-137,Travessa Jardim Verde,,Planalto,Natal,RN,,
59074-455,Rua Jardim Vitória,,Felipe Camarão,Natal,RN,,
59122-420,Conjunto Jardim das Flores,,Redinha,Natal,RN,,
59122-290,Praça Jardim das Flores,,Redinha,Natal,RN,,
59133-338,Rua Jardim das Oliveiras,,Pajuçara,Natal,RN,,
59060-790,Rua Jardim das Palmeiras,,Bom Pastor,Natal,RN,,
59073-237,3ª Travessa Jardim do Éden,,Planalto,Natal,RN,,
59073-238,4ª Travessa Jardim do Éden,,Planalto,Natal,RN,,
59073-130,Rua Jardim do Éden,,Planalto,Natal,RN,,
59090-619,Travessa Jardim do Éden,,Ponta Negra,Natal,RN,,
59114-690,Rua Jardineira,,Nossa Senhora da Apresentação,Natal,RN,,
59139-444,Rua Jardineira,,Lagoa Azul,Natal,RN,,
59135-720,Rua Jardinópolis,,Lagoa Azul,Natal,RN,,
59073-296,Rua Jari,,Planalto,Natal,RN,,
59125-070,Rua Jataí,,Potengi,Natal,RN,,
59042-400,Rua Jatobá,,Nordeste,Natal,RN,,
59090-512,Rua Jatuarana,,Ponta Negra,Natal,RN,,
59135-640,Rua Jaú,,Lagoa Azul,Natal,RN,,
59020-460,Rua Jener de Andrade,,Barro Vermelho,Natal,RN,,
59122-486,Rua Jeová Adonai,,Redinha,Natal,RN,,
59122-483,Rua Jeová Jire,,Redinha,Natal,RN,,
59122-488,Rua Jeová Nissi,,Redinha,Natal,RN,,
59122-484,Rua Jeová Raa,,Redinha,Natal,RN,,
59122-482,Rua Jeová Rafa,,Redinha,Natal,RN,,
59122-487,Rua Jeová Shalom,,Redinha,Natal,RN,,
59120-680,Rua Jequiriça,,Potengi,Natal,RN,,
59088-230,Rua Jequitibá,,Neópolis,Natal,RN,,
