cep,udh
59612-135,
59600-815,
59518-400,
59120-612,1240810200053
59145-140,1240325100025
59603-040,
59148-295,1240325100012
59080-330,1240810200019
59122-308,1240810200058
59243-214,
59632-206,
59132-500,1240810200059
59295-898,1241200500008
59088-020,1240810200016
59156-486,1240710400013
12306-360,
59033-000,
59141-005,1240325100031
96030-000,
59060-630,1240810200020
59610-070,
59141-820,1240325100029
59104-540,1240810200056
59032-560,1240810200032
59296-883,1241200500021
59110-570,1240810200053
59293-213,1241200500016
59042-020,1240810200045
59144-760,1240325100020
59133-230,1240810200059
59136-130,1240810200059
69079-015,
59604-439,
59112-046,
05569-060,
59015-009,1240810200001
56200-000,
59080-550,
59293-315,1241200500017
59290-971,
59125-180,1240810200032
59621-535,
59115-740,1240810200055
59148-630,1240325100012
09770-000,
59114-231,1240810200056
59720-900,
59115-579,1240810200056
59060-683,1240810200046
59010-040,1240810200036
59075-356,1240810200010
59296-024,1241200500008
59122-247,1240810200008
59060-780,1240810200046
59068-490,1240810200019
59129-100,1240810200053
59616-673,
59104-025,1240810200056
59298-440,
59256-296,
59040-300,1240810200035
59115-240,1240810200055
54064-630,
59621-125,
59115-640,1240810200055
59122-031,1240810200058
29014-000,
59160-630,1240325100027
59108-530,1240810200053
59122-822,
58920-000,
59065-020,1240810200021
59151-030,1240325100021
59069-030,1240810200017
59025-230,1240810200033
59632-167,
59104-224,1240810200049
59621-642,
59073-157,1240810200005
59615-165,
59064-140,1240810200022
59454-325,
59617-345,
59160-825,1240325100027
50334-450,
59054-780,1240810200020
59050-241,1240810200046
59628-510,
59663-136,
59614-220,
59607-135,
59054-140,1240810200037
59135-100,1240810200059
59139-805,1240810200004
59140-495,1240325100004
63660-000,
59014-275,1240810200002
59020-970,1240810200001
59298-631,1241200500023
59604-423,
59150-166,1240810200016
59162-600,
55124-820,
59072-521,1240810200049
59115-576,1240810200005
59144-812,1240710400013
59132-170,1240810200059
59108-170,1240810200053
59139-395,1240810200004
79490-000,
59141-615,1240325100029
59112-520,1240810200053
59054-330,1240810200020
59148-693,1240325100012
59141-135,1240325100031
59131-600,1240810200059
17350-000,
59146-666,1240325100001
59139-490,1240810200004
59615-030,
59066-290,1240810200022
59152-280,1240325100008
59134-125,1240810200004
59607-389,
59124-352,1240810200053
59133-150,1240810200059
59031-450,1240810200031
59035-325,1240810200041
59129-308,1240810200006
59151-366,1240325100021
59145-600,1240325100025
59074-200,1240810200049
83705-100,
59633-190,
59010-225,1240810200030
59628-150,
45280-000,
59074-742,1240810200048
59122-257,1240810200008
49148-458,
59645-166,
59035-120,1240810200045
59605-500,
59135-702,1240810200006
56605-190,
63530-000,
65905-090,
59156-340,1240325100005
59123-450,1240810200059
59627-560,
59030-310,1240810200035
59296-114,1241200500008
95795-000,
59670-633,
59145-765,1240325100025
59150-146,
59296-554,1241200500022
59633-755,
59625-235,
52000-000,
59157-330,1240325100005
59297-135,1241200500001
59750-300,
59138-200,1240810200059
59133-327,1240810200059
59293-831,1241200500016
59148-370,1240810200021
59150-815,1240325100021
59614-580,
59144-840,1240325100020
59632-189,
59135-510,1240810200059
59125-115,1240810200053
59020-202,
59060-750,1240810200046
54140-087,
59764-055,
59155-335,1240325100015
59056-918,
13058-301,
59112-708,
59129-130,1240810200053
59108-245,1240810200053
59147-290,1240325100015
59073-172,1240810200048
59035-253,1240810200046
59067-435,1240810200019
59150-020,1240325100021
59144-764,1240325100020
59074-158,1240810200049
59632-305,
50610-540,
59293-594,1241200500016
59291-694,1241200500001
59139-630,1240810200004
59134-015,1240810200004
59154-507,
59298-655,1241200500008
54030-590,
59072-461,1240810200049
59135-370,1240810200059
59144-804,1240710400013
59616-650,
59160-615,1240325100027
85855-588,
59075-805,1240810200009
59148-360,1240325100012
59071-040,1240810200041
59628-020,
59115-587,1240810200005
59918-500,
59143-000,1240325100029
59160-655,1240325100019
59125-285,1240810200059
59114-076,1240810200005
59147-380,1240325100017
59114-074,1240810200005
59138-624,1240810200004
59115-090,1240810200055
59603-240,
59294-214,1241200500016
55324-000,
59070-820,
59010-455,1240810200033
59148-690,1240325100012
68904-020,
59625-627,
58146-820,
59616-705,
59074-451,1240810200049
59073-195,1240810200048
59151-918,
59124-410,1240810200053
59131-700,1240810200059
59296-578,1241200500022
59616-087,
59030-230,1240810200032
59068-210,1240810200019
59295-138,1241200500001
59073-107,1240810200048
59031-100,1240810200032
59150-810,1240325100021
59012-130,1240810200033
59625-590,
59142-170,1240325100030
59143-100,1240325100032
59617-712,
59628-440,
59075-120,1240810200020
59114-279,1240810200005
59114-800,1240810200055
59138-608,1240810200004
59122-096,1240810200058
59115-577,1240810200005
59031-173,1240810200031
59124-470,1240810200053
59125-331,1240810200030
59114-223,1240810200056
59144-124,1240325100020
59115-540,1240810200056
59628-230,
59071-320,1240810200041
95052-105,
59052-110,1240810200041
58159-465,
59145-850,
59144-190,
59072-866,1240810200041
59664-480,
59145-430,1240325100025
29118-040,
59050-205,1240810200046
59010-010,1240810200030
59612-064,
59625-625,
59042-105,1240810200030
59296-117,1241200500008
59293-333,1241200500016
59632-066,
96640-000,
59094-400,1240810200013
59154-740,
59161-600,1240325100026
59296-647,1241200500006
59065-290,1240810200021
59080-200,
59114-153,1240810200005
59115-678,1240810200005
59094-370,1240810200013
59129-815,1240810200059
59014-340,1240810200002
59296-587,1241200500022
59114-278,1240810200056
59125-100,1240810200053
59296-397,1241200500008
59012-025,
59050-015,
59056-320,1240810200020
59291-183,1241200500009
59130-000,
59607-793,
59634-082,
59111-223,
59156-238,1240325100005
59052-120,1240810200041
03563-070,
53626-215,
59157-253,1240325100005
59146-566,1240325100001
59632-230,
59114-335,1240810200005
59124-003,1240810200053
59065-420,1240810200022
59615-290,
59157-915,
59142-410,1240325100030
59614-110,
59143-230,1240325100032
59290-577,1241200500001
58085-070,
59133-600,1240810200058
59020-290,1240810200001
59020-295,
59140-300,1240325100007
59161-710,1240325100026
59014-315,1240810200002
59147-385,
59607-040,
59090-526,1240810200012
59295-823,1241200500008
59628-590,
59115-618,1240810200005
59600-165,
59094-380,1240810200013
59030-520,1240810200032
59297-454,1241200500001
59633-370,
59146-660,1240325100001
59050-128,1240810200046
59625-170,
59073-650,1240810200042
59111-662,
59145-096,1240325100025
59114-202,1240810200056
59626-520,
59156-810,1240325100005
59144-738,1240325100020
59634-036,
59074-375,1240810200049
59123-590,1240810200008
59002-390,
59144-798,1240325100003
59622-020,
59060-200,1240810200041
59209-997,
59114-084,1240810200056
59102-170,
59291-667,1241200500001
59064-164,1240810200041
59290-069,1241200500001
59616-558,
59000-162,
59621-420,
57575-000,
59616-697,
59076-560,1240810200015
59613-720,
59144-188,1240325100020
59290-065,1241200500001
59100-040,
59042-490,1240810200030
59296-844,1241200500021
59140-098,
59156-765,1240325100005
59640-899,
59076-440,1240810200020
59016-580,
59120-639,1240810200053
59142-695,1240325100025
59616-230,
59070-252,
59060-770,1240810200046
58400-180,
59122-039,1240810200057
59037-590,1240810200031
59607-074,
59064-190,1240810200022
59146-425,1240325100023
59298-266,1241200500001
59115-625,1240810200005
59054-025,1240810200041
59295-250,
14088-103,
59060-120,1240810200046
59122-160,1240810200031
59115-218,1240810200005
59050-096,1240810200046
59115-586,1240810200005
59014-317,1240810200058
59290-185,1241200500001
22260-140,
59035-096,1240810200056
59106-140,1240810200056
59133-355,1240810200059
59625-199,
59628-530,
59114-645,1240810200055
59134-040,1240810200059
59600-030,
59115-276,1240810200055
59178-972,
59010-098,1240810200030
59010-058,1240810200030
47600-000,
65900-000,
59106-116,1240810200056
59621-647,
59010-970,1240810200033
59110-115,
59060-495,1240810200041
59090-276,1240810200011
59150-819,
59633-867,
59035-159,1240810200046
59133-378,1240810200059
59075-430,1240810200053
59298-075,1241200500001
59628-040,
59142-049,
59122-098,1240810200058
59037-540,1240810200031
59293-678,1241200500016
04607-000,
59060-686,1240810200046
59115-688,1240810200005
59071-112,
59633-640,
59296-871,1241200500021
59999-140,
59670-070,
59052-204,
59631-555,
59950-222,
59290-976,
59066-075,1240810200022
59073-223,1240810200048
59072-471,1240810200005
59296-617,1241200500001
59072-541,1240810200049
59156-808,1240325100005
59142-634,
59054-320,1240810200020
59616-100,
59074-051,1240810200049
59293-687,1241200500016
59600-990,
59054-030,1240810200051
59625-030,
59156-239,1240325100005
59123-220,1240810200008
58056-215,
59144-063,
59012-147,1240810200030
59296-250,1241200500008
59122-264,1240810200008
59129-783,1240810200059
59052-380,1240810200041
59154-265,1240325100013
59634-098,
59295-844,1241200500008
59158-550,
59073-283,1240810200042
59052-310,1240810200041
59104-350,1240810200056
59293-162,1241200500017
59290-614,1241200500001
59152-515,1240325100021
59115-010,1240810200055
59010-671,1240810200030
59122-345,1240810200058
59122-670,1240810200058
59040-136,1240810200035
59115-656,1240810200056
59628-641,
59293-579,1241200500016
59082-104,
59133-339,1240810200059
59609-010,
06624-190,
59620-470,
59115-709,
59744-560,
59052-053,
59575-990,1240360800001
59150-164,1240810200016
59129-587,1240810200006
59150-465,
59122-267,1240810200008
59150-190,1240325100021
59122-523,1240810200005
63460-000,
59290-718,
59140-150,
59102-180,
59090-840,1240810200012
59144-330,1240325100020
59612-610,
59155-780,1240325100018
53300-000,
59127-008,1240810200053
59614-030,
59125-413,1241200500008
03054-040,
59114-510,1240810200055
59141-630,1240325100031
59633-795,
59150-640,1240325100034
59144-154,1240325100020
59291-153,1241200500010
59296-854,
59067-740,1240810200019
59297-099,1241200500001
59127-310,1240810200053
59621-550,
59151-485,1240325100021
59622-120,
59612-119,
13218-790,
59094-240,1240810200013
59146-750,1240325100023
59148-000,
59607-460,
59025-280,1240810200035
49090-190,
59146-300,1240325100019
58058-840,
59148-683,1240325100012
59150-540,1240325100021
12238-320,
59161-515,1240325100026
59054-063,
59625-501,
59136-150,1240810200004
58102-256,
59633-837,
59618-010,
59155-000,
59152-135,1240325100008
59154-000,1240325100013
59152-130,1240325100008
62990-000,
59136-222,1240810200006
59138-604,1240810200004
59139-620,1240810200004
59040-264,1240810200023
92963-940,
59127-360,1240810200053
59293-561,1241200500016
59621-402,
59042-474,
59040-074,
59297-336,1241200500001
59122-590,
59120-590,1240810200053
59138-610,1240810200059
59138-550,1240810200059
59115-475,1240810200056
59148-285,1240325100012
50920-650,
59080-140,1240810200019
59069-110,1240810200017
59073-087,1240810200049
59074-846,1240810200001
59124-408,1240810200053
59054-361,1240810200020
59152-846,
59115-588,1240810200005
58200-000,
59330-152,
59625-395,
58085-300,
59042-970,1240810200060
59072-152,1240810200049
59626-330,
59146-275,1240325100019
59293-042,1241200500002
59070-570,1240810200041
59156-203,1240325100005
59146-560,1240325100001
59180-970,
59114-841,1240810200055
59080-300,
59065-305,1240810200020
59603-170,
59694-440,
59628-100,
59155-153,
59076-290,1240810200020
59088-220,1240810200016
59132-466,
59633-140,
59156-219,1240325100005
59607-035,
59073-192,1240810200048
59150-050,1240325100021
53152-780,
59020-320,
59295-880,1241200500008
59123-323,
84969-929,
59606-222,
59633-650,
59628-507,
05910-000,
69301-900,
12220-140,
59625-646,
59129-692,1240810200059
59157-170,
55072-450,
59628-120,
59074-174,
59125-411,1241200500008
59124-620,1240810200053
59000-324,
59122-402,1240810200057
59355-970,
51010-220,
59025-440,1240810200035
59090-095,1240810200013
59032-020,1240810200031
59000-250,
59298-709,1241200500001
59025-380,1240810200035
59609-011,
59114-143,1240810200005
59148-723,1240325100012
59112-470,1240810200053
59086-550,1240810200016
59603-220,
59600-090,
56660-000,
59075-730,1240810200020
59094-630,
59152-790,1240325100034
58052-060,
59132-590,1240810200059
59122-406,1240810200057
50075-770,
59298-649,1241200500023
59144-848,1240325100020
59611-480,
59101-050,1240810200054
27525-666,
59115-674,1240810200005
22641-004,
58057-240,
59065-310,1240810200021
59085-770,
76900-190,
59607-052,
59123-122,
59296-147,1241200500008
59067-625,1240810200019
60872-675,
59078-490,1240810200013
59611-085,
59154-750,
62970-000,
59603-265,
59290-081,1241200500017
59158-765,1240325100022
59133-121,1240810200059
59138-290,1240810200006
59610-170,
59759-000,
59607-435,
59296-886,1241200500021
55155-160,
59125-830,
59149-240,1240325100012
59139-615,1240810200004
59291-195,1241200500001
59578-971,
59631-310,
59607-110,
59132-530,1240810200059
59114-176,1240810200005
63200-000,
59010-695,1240810200030
59142-684,1240325100003
59627-570,
59150-140,1240810200016
59115-619,1240810200005
59000-280,
59161-550,1240325100026
59122-249,1240810200008
59626-660,
58233-000,
59042-235,1240810200045
59080-101,1240810200019
59146-845,1240325100023
54114-220,
59628-613,
59631-130,
59037-145,1240810200045
59090-618,1240810200013
59122-090,1240360800001
63900-000,
59631-135,
59157-260,1240325100005
59180-139,
59132-220,1240810200059
59144-747,1240325100020
59290-237,1241200500001
59628-070,
59030-480,1240810200032
59132-180,1240810200059
59070-055,1240810200041
59075-205,1240810200020
59604-348,
59110-080,1240810200053
59074-328,1240810200049
59139-539,1240810200004
59148-481,
59115-607,1240810200005
59070-760,1240810200041
59050-031,1240810200045
59074-302,1240810200049
59073-265,1240810200042
59570-300,
59136-320,1240810200004
59173-350,
58228-000,
59115-650,1240810200055
59072-260,1240810200049
59293-348,
59604-442,
59151-665,1240325100021
59114-224,1240810200005
59615-390,
59132-150,1240810200059
59106-018,1240810200056
59090-267,1240810200011
59625-290,
59080-610,1240810200019
59612-780,
59640-250,
59555-293,
52141-225,
59560-970,
59603-150,
57690-000,
59133-092,1240810200007
59052-211,1240810200041
59000-380,
59042-360,1240810200060
59296-611,1241200500001
59025-150,1240810200035
59042-000,
22730-500,
59614-510,
58040-540,
59295-829,1241200500008
59124-530,1240810200053
58290-000,
59114-620,1240810200005
59016-370,
59634-037,
59160-680,1240325100027
59146-830,1240325100023
59604-434,
59129-762,1240810200053
59295-129,1241200500001
59142-512,1240325100003
59628-270,
59164-974,1240820100001
59535-970,
59100-090,
59073-242,1240810200042
14820-000,
59124-190,1240810200053
59628-388,
59296-343,1240810200008
59291-174,1241200500001
59115-381,1240810200056
59569-000,
59600-790,
59090-269,1240810200011
05346-000,
59072-762,1240810200008
59145-435,1240325100025
68637-000,
59179-000,
59071-570,
59054-490,1240810200020
59621-124,
59161-830,1240325100011
50588-000,
60120-020,
59293-010,
59073-175,1240810200042
59775-501,
59152-901,1240325100008
59607-205,
95702-602,
59122-475,1240810200058
59298-694,1241200500010
95700-000,
59115-564,1240810200056
59142-620,
59618-800,
59160-405,1240325100019
59134-000,1240810200007
59601-100,
59115-524,1240810200005
49141-085,
59135-780,1240810200059
59161-545,1240325100026
59296-021,1241200500008
59037-470,1240810200024
59140-225,1240325100007
21311-000,
59607-255,
59074-868,1240810200042
59150-510,1240325100021
59608-007,
59064-830,1240810200021
59042-580,1240810200031
59619-215,
59106-112,1240810200056
59637-000,
46690-000,
59102-000,
59090-312,1240810200012
59626-390,
59600-775,
59084-295,1240325100021
59129-440,1240810200053
59149-013,1240325100012
59122-494,1240810200058
59106-111,1240810200056
59293-384,1241200500016
59297-470,1241200500001
54050-200,
59298-248,1241200500010
59110-685,1240810200053
59123-297,1240810200008
59155-510,1240325100018
59464-970,
59056-360,1240810200020
59141-250,1240325100031
59144-146,1240325100020
59294-438,1241200500017
59152-693,1240325100021
59138-611,1240810200004
59156-240,1240325100005
59141-500,1240325100029
59110-590,1240810200053
59149-390,1240325100014
59138-360,1240810200059
59133-273,1240810200059
59161-620,1240325100026
59122-205,1240810200058
59133-379,1240810200008
59645-164,
59135-640,1240810200059
59114-741,1240810200005
59071-090,1240810200041
59146-350,1240325100019
59295-174,1241200500001
59073-129,1240810200048
59570-974,1240260000006
59161-487,1240325100026
58396-000,
59112-080,1240810200053
59114-234,1240810200056
59115-609,1240810200005
59460-970,
59060-755,1240810200046
59296-653,1241200500001
59133-250,1240810200059
59123-425,1240810200008
59291-991,
59060-310,1240810200046
59042-560,1240810200031
59120-660,1240810200053
59144-800,1240325100003
59115-038,1240810200056
59150-835,1240325100021
59619-255,
59291-192,1241200500001
59290-977,
59031-375,1240810200035
11080-310,
59293-318,1241200500016
59621-620,
59122-047,
53370-192,
59140-850,
59750-135,
59607-527,
89140-000,
59136-080,1240810200004
59156-246,1240325100005
59108-110,1240810200053
59070-764,
59289-297,
59110-370,1240810200053
59678-657,
59035-430,1240810200041
59110-460,1240810200053
59141-545,1240325100029
59025-766,1240810200035
59084-145,1240810200013
59151-040,1240325100021
59292-678,1241200500008
59123-230,1240810200008
59299-991,1241200500001
59615-441,
59105-155,
59114-370,1240810200055
59155-470,1240325100015
59139-375,1240810200059
58038-242,
56056-220,
59615-150,
59150-162,1240810200016
59139-170,1240810200004
59625-486,
59633-060,
59115-542,1240810200005
59298-078,1241200500001
59292-526,1241200500001
59075-354,1240810200010
59076-665,1240810200020
59140-315,1240325100007
59612-063,
59056-374,1240810200020
49094-901,
59012-345,1240810200001
59296-259,1241200500008
59621-375,
59100-020,
59025-735,1240810200034
58275-000,
59114-732,1240810200005
70675-709,
58037-428,
13240-000,
04118-130,
59603-175,
59450-000,
59011-570,
59066-425,1240810200022
59614-680,
59114-022,1240810200056
59114-570,1240810200055
59025-145,1240810200033
59040-440,1240810200031
59330-150,
59151-425,1240325100021
59628-372,
59074-133,1240810200049
59332-460,
59294-405,1241200500017
59169-000,
59144-400,
59090-170,1240810200012
59604-050,
59073-368,1240810200042
59114-091,1240810200056
59086-003,
89150-000,
59124-250,1240810200053
59074-755,1240810200048
59063-080,1240810200022
59146-710,
59297-240,1241200500001
71692-400,
59140-130,1240325100007
59104-243,1240810200056
59018-220,
59633-095,
59012-790,
59640-262,
59604-440,
59000-350,
59114-272,1240810200005
59633-815,
59067-200,
59632-194,
59156-242,1240325100005
59634-715,
59131-470,1240810200059
59031-270,1240810200033
59154-240,1240325100028
59072-406,
59158-233,1240325100010
59641-899,
59062-540,1240810200037
59122-527,1240810200058
59064-980,
13480-645,
59133-340,1240810200059
59146-580,1240325100001
59136-246,1240810200006
59663-715,
59627-586,
59643-285,
59643-258,
59620-325,
59639-739,
59056-015,1240810200020
59129-785,1240810200053
59068-320,1240810200017
59081-160,
59020-760,1240810200001
59254-120,
50780-000,
54014-580,
59088-032,
59052-510,1240810200051
59605-105,
59148-338,1240810200049
54142-825,
50920-640,
59073-184,1240810200042
45050-005,
59124-090,1240810200053
59172-000,
59144-182,1240325100020
59161-170,1240325100012
59066-455,1240810200022
59073-128,1240810200032
59076-240,1240810200020
59129-435,1240810200006
59025-365,1240810200035
59037-045,
58031-050,
59155-730,1240325100018
59132-130,1240810200059
59125-160,1240810200053
59612-290,
59614-460,
59611-280,
59115-518,1240810200005
59155-550,1240325100015
59154-820,
59151-466,1240325100021
59151-038,1240325100021
59123-605,
59005-646,
59147-560,1240325100017
59010-036,1240810200036
59141-435,1240325100029
59621-475,
59630-640,
59082-808,
59114-830,1240810200055
59069-515,1240810200017
59802-170,
59297-648,1241200500001
59088-720,1240810200016
59131-580,1240810200059
59646-800,
59127-680,1240810200053
59633-270,
59622-200,
59600-080,
59148-303,
59063-310,1240810200020
59600-295,
59545-000,
59156-788,1240325100005
59072-850,1240810200041
59078-430,1240810200013
59615-095,
59174-550,
59633-800,
59147-470,1240325100017
59632-195,
59631-527,
59628-830,
59138-890,1240810200021
59297-687,1241200500010
59295-617,1241200500007
59615-035,
59022-185,1240810200031
59633-085,
59291-562,1241200500001
59639-189,
59030-710,1240810200032
59612-490,
59156-835,1240325100005
59090-189,1240810200012
59114-075,1240810200005
59159-545,1240710400013
59050-075,1240810200046
59026-005,
59090-658,1240810200012
59060-720,1240810200046
59092-230,1240810200013
59084-390,1240810200016
82810-060,
59108-575,
59158-185,1240325100010
59144-360,1240325100020
59114-587,1240810200056
59086-430,1240810200016
59607-543,
59132-155,1240810200059
59149-586,1240325100033
59072-221,1240810200049
59114-103,1240810200056
59634-038,
59991-488,
59122-260,1240810200058
59074-134,1240810200049
59090-591,
59134-141,1240810200059
59072-415,1240810200049
59603-120,
59296-271,1241200500001
59604-220,
59631-363,
59129-694,1240810200059
59108-130,1240810200053
59144-802,1240710400013
59154-400,
59145-570,1240325100025
59114-042,1240810200056
59607-011,
59149-346,1240325100014
59617-280,
59094-670,1240810200016
59073-810,1240810200048
59298-820,1241200500008
59151-725,1240325100008
59025-720,1240810200023
59012-577,
59124-515,1240810200053
59106-145,1240810200055
59296-000,1241200500008
59138-880,1240810200004
59161-050,1240325100027
59291-204,1241200500001
59076-310,1240810200020
59056-281,1240810200020
59628-573,
59030-360,1240810200032
59060-000,
59290-453,
59296-453,
62965-000,
59296-665,1241200500006
58057-000,
59079-340,
59123-286,1240810200008
59294-456,1241200500017
59297-366,1241200500001
59114-237,1240810200005
59048-140,
59145-608,1240325100025
59092-050,1240325100008
59146-310,1240325100019
59055-320,
59066-490,1240810200022
59141-099,
59151-025,
59056-080,1240810200020
38031-120,
59129-700,1240810200059
58397-000,
59161-043,1240325100011
59640-620,
59144-768,1240325100020
59115-684,1240810200005
59090-185,1240810200012
74465-270,
59020-070,1240810200001
54360-080,
59000-196,
59146-270,1240325100019
59160-640,1240325100027
59090-485,1240810200011
59132-050,1240810200059
11900-000,
59015-910,
59291-147,1241200500001
59297-162,1241200500001
59615-560,
59127-180,1240810200053
59056-055,1240810200020
59633-450,
59084-320,1240810200016
59083-310,
59088-902,1240810200016
59015-235,1240810200001
59171-280,
59122-320,
59104-301,1240810200056
59292-590,1241200500001
59158-900,1240325100022
59104-330,1240810200056
59633-460,
59073-305,1240810200048
59074-115,1240810200043
59090-475,1240810200012
59074-880,1240810200048
59603-160,
59612-320,
59086-420,1240810200016
59605-380,
59148-730,1240325100012
59134-202,
59609-014,
59612-600,
59076-380,1240810200020
59075-270,1240810200010
59144-605,1240325100020
59150-758,1240325100021
59111-420,
59079-876,
59074-876,1240810200048
59090-528,1240810200011
59072-128,1240810200049
59291-700,1241200500001
58633-738,
59291-754,1241200500001
59298-598,1241200500001
59622-760,
59618-620,
59092-400,1240810200013
59150-275,1240325100021
59290-737,1241200500001
59296-265,1241200500008
59208-000,
59296-880,1241200500001
59158-770,1240325100022
59022-590,1240810200032
59620-337,
59298-721,1241200500008
59071-001,
59605-240,
59114-002,1240810200056
71906-500,
59151-904,1240325100021
59144-115,
59072-351,1240810200049
59054-475,1240810200041
56700-000,
59607-245,
59140-050,1240325100007
59632-142,
59054-515,1240810200038
59661-600,
59035-055,1240810200045
59634-061,
69312-000,
59108-480,1240810200053
59072-130,1240810200049
59032-450,1240810200031
59124-500,1240810200053
59632-070,
59139-343,1240810200006
59612-850,
59086-374,
59088-800,
59129-280,1240810200053
59640-246,
59296-238,1241200500008
59612-170,
59060-034,1240810200035
05772-090,
59628-190,
59115-325,1240810200055
59020-190,1240810200001
59054-695,1240810200018
54400-390,
59148-240,1240325100012
59090-303,1240810200011
59614-810,
59609-007,
21750-000,
59090-002,1240810200013
84046-370,
59630-855,
59038-000,
59073-362,1240810200049
37410-000,
59760-214,
59616-310,
59156-490,1240325100005
59158-234,1240325100010
32315-040,
59025-270,1240810200035
59072-411,1240810200049
59158-822,
59090-301,1240810200011
31235-000,
59670-420,
62884-810,
59621-526,
59297-414,
59031-210,1240810200026
59144-094,1240325100020
59296-542,1241200500022
59296-482,1241200500006
59151-795,1240325100008
59148-660,1240325100012
59613-610,
59643-262,
59139-180,1240810200004
05793-260,
59146-356,1240325100019
59140-260,1240325100007
59645-168,
56131-510,
59115-487,1240810200056
59616-554,
59280-020,
59114-227,1240810200005
59616-680,
59072-270,1240810200039
04038-000,
59141-550,1240325100029
59618-118,
59080-005,1240810200019
46490-000,
59072-472,1240810200049
59069-550,1240810200017
59632-310,
59114-123,1240810200005
59052-151,1240810200041
59090-617,1240810200011
50665-000,
59632-132,
57129-748,
59139-800,1240810200004
59160-780,1240325100027
59035-400,
59082-191,
59115-676,1240810200005
59136-260,1240810200017
59141-590,1240325100029
08473-280,
59142-626,1240325100003
59035-330,1240810200019
59030-206,
59613-625,
59297-448,1241200500001
59605-437,
59077-070,1240810200013
59167-480,
59149-375,
63165-000,
59123-031,1240810200008
59149-562,1240325100033
59134-122,1240810200004
56978-000,
59125-362,1240810200059
59010-210,1240810200030
59150-408,
59625-601,
59243-104,
59161-030,1240325100011
59064-200,1240810200022
62840-000,
59073-103,1240810200042
59605-259,
59293-624,1241200500016
59290-719,1241200500001
57052-827,
59151-205,
59090-425,1240810200013
59144-683,
59353-000,
59072-159,
59125-380,1240810200008
41000-000,
59628-508,
59114-285,1240810200056
59155-645,1240325100035
59122-265,1240810200058
59142-514,1240325100003
59615-355,
59140-392,1240325100004
59149-400,1240325100014
59151-911,
59139-335,1240810200004
62900-000,
59000-178,
59160-060,
21921-525,
59652-428,
59141-605,1240325100029
58180-000,
59132-640,1240810200059
59054-635,
59612-205,
59145-108,
59600-340,
91740-310,
59343-970,
59138-800,1240810200059
59156-542,
59140-066,
59000-010,
59129-751,1240810200006
59115-523,1240810200005
59298-184,1241200500010
59010-288,1240810200030
17800-000,
59612-124,
59063-140,1240810200022
59631-530,
59155-715,1240325100018
59251-190,
59620-390,
59298-846,1241200500008
59628-130,
59621-320,
59605-300,
59649-999,
59633-410,
59112-570,1240810200053
59615-358,
59153-350,1240325100016
59056-250,1240810200020
59025-085,1240810200033
59162-040,
59296-033,1241200500008
59114-315,1240810200005
59112-417,
59296-430,1241200500008
59074-884,1240810200048
59014-228,1240810200003
59074-175,1240810200049
59090-514,1240810200013
59150-646,1240325100021
59074-570,1240810200049
59050-105,1240810200046
13930-000,
59115-447,1240810200056
79149-310,
59129-320,1240810200053
59156-758,1240325100005
59106-024,1240810200030
59011-040,
59014-318,1240810200002
59102-360,
59616-360,
29582-000,
59607-790,
59610-220,
59614-720,
59072-865,1240810200041
06226-230,
59151-525,
59115-526,1240810200005
59151-160,1240810200016
59102-110,
59122-927,
59074-143,1240810200045
59123-540,1240810200008
59076-056,
02957-110,
59120-452,
59615-380,
59617-250,
59634-129,
59122-175,1240810200007
59299-000,1241200500005
59610-320,
59975-000,
30411-135,
59138-510,1240810200059
59694-540,
59600-302,
59073-282,1240810200042
54243-251,
59012-040,1240810200033
59621-390,
59144-630,1240325100020
59632-136,
59144-635,1240325100020
59114-212,1240810200056
59123-304,1240810200008
59607-430,
59042-440,1240810200045
59144-046,1240325100020
59115-043,1240810200056
59291-162,1241200500001
58380-000,
59615-361,
59600-900,
59634-096,
59139-519,1240810200058
59452-190,
59000-150,
59062-166,
59628-471,
48770-000,
59010-655,1240810200030
59133-175,1240810200058
59175-133,
59115-020,1240810200056
59064-346,
59297-801,1241200500001
59100-092,
05159-340,
59025-420,1240810200035
59129-620,1240360800001
59115-611,1240810200056
59066-240,1240810200022
58148-806,
59086-500,1240810200016
70714-900,
27700-000,
59074-157,1240810200049
50155-545,
62540-000,
59155-412,1240325100015
59149-604,1240325100033
59122-310,1240810200058
59019-570,
76821-096,
59626-040,
36240-000,
59078-901,1240810200013
03069-030,
59012-550,1240810200001
59122-181,1241200500008
59149-594,1240325100033
59140-327,1240325100004
59294-435,1241200500017
59010-275,1240810200030
59293-855,1241200500016
59006-180,
59165-335,
50070-140,
59612-110,
59104-282,1240810200056
59073-705,
59138-618,1240810200004
59114-731,1240810200005
59025-060,1240810200033
70801-040,
59114-301,1240810200056
59132-730,1240810200059
59280-300,
59122-335,1240810200059
59066-300,1240810200019
59072-108,1240810200049
59143-070,1240325100032
59133-386,1240810200008
59296-102,1241200500008
59114-006,1240810200056
59343-144,
59063-901,1240810200022
59144-092,1240325100020
59072-239,
59148-720,1240325100012
58035-100,
59614-660,
59643-246,
59086-590,
59610-040,
59115-520,1240810200056
59619-280,
59120-115,
59296-802,1241200500001
59157-380,1240325100005
59157-356,1240325100005
58067-095,
59608-008,
59104-530,1240810200056
59150-995,1240325100016
59066-310,1240810200019
59632-200,
59614-340,
